barrage,follow,name,play,tags
1899,19000,心跳今夜,126000,"奇幻,少女,治愈"
26000,19000,迷糊软网社,320000,"萌系,运动,社团"
1732,19000,砂和尚,130000,"漫画改,搞笑"
2291,22000,向日葵！ 第一季,165000,科幻
5591,294000,人类衰退之后 SP,626000,少女
13000,71000,逮捕令 全速前进,303000,"日常,少女,热血,职场"
18000,34000,迷你偶像 2期,3237000,"萌系,日常,泡面,治愈"
5537,20000,蓝龙,294000,"奇幻,少儿,热血"
177000,193000,校园迷糊大王 三学期,2294000,"搞笑,校园"
1339,20000,街角的童话,76000,原创
7647,20000,水晶版 雷公 雷的传说,602000,"萌系,热血,奇幻,战斗"
2296,20000,弹珠人爆外传,378000,"时泪,萌系,奇幻,热血"
502,20000,OVERLORD（僅限港澳台地區）,46000,"小说改,穿越,奇幻,战斗"
2940,20000,同人WORK,121000,"萌系,日常"
5721,20000,蜜桃女孩,208000,"少女,恋爱"
2345,20000,恋之魔法波波糖,248000,"萌系,日常"
4732,25000,Macross Plus OVA,196000,"机战,战斗"
7468,109000,史上最强弟子兼一,773000,"漫画改,热血"
6046,71000,无口的森田小姐 2,626000,"日常,泡面"
5485,161000,夜樱四重奏 星之海,191000,奇幻
2266,63000,怪物弹珠 第二季 后篇,445000,"奇幻,战斗,冒险"
19000,19000,青兰圆舞曲,197000,"少女,治愈"
12000,19000,阴阳大战记,335000,"奇幻,热血"
5450,19000,女高中生的虛度日常（僅限台灣地區）,253000,"漫画改,日常,校园,搞笑"
1541,81000,神枪少女 -IL TEATRINO- OVA,184000,热血
5473,19000,雨月,170000,"奇幻,穿越"
14000,124000,高智能方程式 DOUBLE ONE,1026000,"热血,科幻"
4931,19000,超異域公主連結☆Re:Dive（僅限港澳台地區）,290000,"游戏改,奇幻,战斗,冒险"
5651,72000,轮回的拉格朗日 第二季,167000,"科幻,奇幻,机战,社团"
574,19000,百慕大三角~多彩田园曲~,130000,"游戏改,萌系"
2894,56000,剧场版 银河机攻队Majestic Prince 觉醒的基因,349000,机战
178,63000,吟游默示录 wieder,50000,奇幻
3884,19000,大怪兽RUSH,952000,战斗
11000,19000,天翔少女,283000,"科幻,机战"
4812,236000,偶像大师 闪耀祭典,245000,"偶像,少女"
5362,174000,网球并不可笑嘛 第三季,1332000,"萌系,日常,运动,社团"
9953,43000,少年阿贝 GO!GO!小芝麻,535000,萌系
2800,19000,人生交叉点-HUMAN SCRAMBLE-,99000,日常
9318,18000,机兽起源,455000,奇幻
830,18000,永远的艾塞莉娅,143000,"战斗,架空,穿越,冒险"
4495,21000,仙乐传说 西尔瓦蓝特篇,159000,"奇幻,架空,冒险"
403,18000,温柔进行曲-The Tender March-,45000,萌系
6174,123000,苍穹之法芙娜 HEAVEN AND EARTH,327000,"热血,机战,科幻"
632,87000,欢迎来到加帕里公园 第二季,517000,"日常,萌系,泡面,架空"
4415,191000,我的女神 OVA,200000,"时泪,奇幻"
1347,18000,強襲魔女 501部隊出動!（僅限台灣地區）,98000,"漫画改,搞笑"
3230,93000,向阳素描×☆☆☆,84000,"萌系,日常,治愈"
761,18000,无敌看板娘,45000,"日常,职场"
2193,49000,摸索吧！部活剧 再来一个,83000,"日常,社团"
16000,20000,黏黏糊糊！！角质君,1404000,"日常,泡面"
4666,19000,怪医美女RAY,176000,奇幻
2838,48000,Crane Game Girls 第二季,145000,"偶像,原创,泡面"
2692,30000,Four of a Kind 四牌士,395000,搞笑
232,19000,托尔与洛基：血亲,212000,奇幻
5536,19000,輝夜姬想讓人告白？~天才們的戀愛頭腦戰~（僅限台灣地區）,248000,"漫画改,搞笑,校园,恋爱"
6747,65000,海獭波乐（暖暖日记）2nd,706000,"少儿,泡面"
36000,26000,未来卡 搭档对战,2200000,"少儿,热血"
273,447000,锁链战记～赫克瑟塔斯之光～短篇,743000,"搞笑,泡面"
3513,18000,甜蜜声优,133000,"萌系,日常,治愈"
521,18000,Blossom,86000,治愈
2215,18000,守护月天,198000,"奇幻,搞笑,少女"
2163,18000,饿沙罗鬼,170000,"科幻,热血"
955,38000,昭和元祿落語心中-助六再臨篇（僅限港澳台地區）,18000,"励志,职场,漫画改"
4550,65000,暖暖日记 3rd,819000,治愈
1064,18000,初夏,126000,"恋爱,治愈"
891,18000,粉彩回忆,154000,"游戏改,萌系"
2696,18000,魔神Z 真魔神 冲击！Z篇,195000,"科幻,热血"
2637,18000,碧藍航線（僅限港澳台地區）,164000,"游戏改,战斗,科幻,萌系"
326,18000,忘却的旋律,53000,奇幻
158,18000,人机续篇,58000,科幻
9373,18000,驭龙少年,390000,"奇幻,热血,架空,穿越"
1008,18000,年老的鳄鱼,77000,治愈
862,18000,遊戲王：次元的黑暗面（僅限港澳台地區）,34000,"漫画改,热血,奇幻"
7478,18000,偶像大师 XENOGLOSSIA,194000,"音乐,治愈,偶像"
7146,18000,我是小甜甜,251000,魔法
27000,17000,MINUSCULE ～小昆虫的故事～,277000,"日常,泡面,少儿,治愈"
1493,34000,藍海少女～advance～（僅限台灣地區）,44000,"治愈,漫画改"
8203,17000,空中秋千,123000,"搞笑,日常"
4348,17000,海螺小姐,633000,"萌系,日常"
3393,554000,网球王子 那时的我们,465000,"奇幻,校园,社团,运动"
5221,17000,怪兽酒场干杯！,852000,"搞笑,日常,泡面"
7629,17000,牙-KIBA,243000,奇幻
11000,17000,明日的娜嘉,239000,"萌系,日常"
11000,142000,心之彼端2 迷宫旅行者,698000,"少女,日常"
9856,187000,最游记RELOAD 埋葬篇,193000,"奇幻,热血"
1018,17000,星空奇迹,49000,"少女,治愈"
6884,17000,星星公主,142000,奇幻
1223,17000,成惠的世界,63000,"漫画改,恋爱,科幻"
1435,25000,火球,182000,"机战,奇幻,日常,泡面"
5105,17000,紫音之王,242000,"运动,治愈,热血"
32000,72000,PHI·BRAIN 神之谜题 第三季,632000,"奇幻,智斗,推理"
1247,145000,玉响～more aggressive～ OVA,59000,"社团,日常,治愈"
2224,70000,遥远时空中 舞一夜,143000,"奇幻,乙女"
1543,42000,香蕉怪大叔 呐呐~呐 好奇洞穴乐园（第二季）,630000,原创
9625,16000,极上学生会,198000,日常
1614,16000,声优战队VOICESTORM7,174000,"搞笑,泡面"
7146,16000,平行世界物语,234000,"科幻,热血,穿越"
2790,18000,风-心之呼吸-,186000,日常
1900,193000,校园迷糊大王 一学期补习,212000,"搞笑,校园"
3204,16000,辣妹当家,244000,"搞笑,日常"
321,16000,元素猎人,123000,"奇幻,冒险"
1050,16000,BALDR FORCE EXE RESOLUTION,150000,战斗
7104,16000,湘南暴走族,308000,"热血,日常"
492,16000,TRY KNIGHTS（僅限台灣地區）,34000,漫画改
2563,20000,Active Raid -机动强袭室第八课-,199000,"原创,科幻,机战,职场"
6958,128000,草莓棉花糖 encore,245000,"萌系,少女"
1280,17000,浪漫追星社,54000,"治愈,日常,社团"
3349,268000,美男高校地球防卫部LOVE！LOVE！LOVE！,103000,"校园,战斗"
4310,17000,公主候补生佑希,188000,治愈
2164,16000,COPIHAN,118000,"奇幻,日常,泡面"
7474,17000,BASQUASH!,276000,科幻
1266,98000,竖笛与双肩书包 OAD,203000,"萌系,日常,治愈"
2150,45000,英国一家 吃在正月,99000,"日常,美食"
1388,348000,鲁邦三世：DEAD OR ALIVE,360000,"搞笑,热血,时泪"
13000,71000,逮捕令 第二季,295000,"日常,少女,热血,职场"
2398,88000,普通女高中生要做当地偶像 OVA,146000,偶像
11000,16000,THE BIG O,236000,"科幻,热血"
285,16000,眾神的逆鱗（僅限台灣地區）,85000,"漫画改,热血,战斗,奇幻"
29000,72000,PHI·BRAIN 神之谜题  第二季,560000,"奇幻,智斗,推理"
4388,16000,我不是說了能力要平均值嗎？（僅限港澳台地區）,186000,"小说改,穿越,奇幻,萌系"
3338,16000,ID:INVADED（僅限港澳台地區）,201000,"原创,科幻,推理"
1815,16000,三千里寻母记,171000,催泪
11000,142000,心之彼端2 Adnext,698000,"少女,日常"
4416,16000,叮当猫,677000,"科幻,日常"
8525,593000,刀使巫女（中配）,1032000,"校园,战斗,原创"
4745,36000,探险活宝 第七季（中配）,526000,搞笑
11000,26000,大家集合！Falcom学园 第二季,1645000,"日常,泡面"
7648,16000,真?女神转生 魔力宝贝,383000,"科幻,穿越,冒险"
4349,25000,人造人009,170000,热血
212,20000,Di Gi Charat,51000,"萌系,日常,治愈"
3065,16000,天保异闻妖奇士,126000,"历史,奇幻"
1490,51000,宇宙航海王 ABYSS OF HYPERSPACE -亚空的深渊-：剧场版 ,331000,"奇幻,战斗"
1450,198000,斯特拉的魔法 OVA,141000,"校园,日常"
3105,53000,一弦定音！第二季（僅限港澳台地區）,125000,"漫画改,校园,恋爱,社团"
196,326000,樱花大战 OVA1 樱华绚烂,37000,"时泪,科幻,热血,机战"
1294,192000,超剧场版 Keroro军曹2 深海的公主,56000,科幻
7244,15000,森林好小子,335000,"搞笑,日常,热血"
4562,161000,夜樱四重奏 月之泣,258000,战斗
21000,19000,战斗之魂 第七季,2004000,"少儿,热血"
3676,33000,我們真的學不來！第二季（僅限台灣地區）,147000,"漫画改,日常,校园,恋爱"
6141,35000,莉露莉露妖精莉露～魔法之镜～,1102000,"奇幻,少儿"
20000,40000,钢铁神兵B'T-X NEO,1528000,"机战,科幻"
6318,15000,彗星公主,273000,"萌系,奇幻,治愈"
1428,15000,To Heart 回忆永恒,111000,日常
925,15000,南瓜剪刀,68000,"科幻,热血"
1612,15000,钢铁交响乐,145000,泡面
166,15000,風雲維新大將軍（僅限港澳台地區）,9513,"历史,科幻,热血"
48000,16000,夜之小双侠,868000,科幻
526,235000,UN-GO 日记短片,238000,"奇幻,智斗"
5974,16000,世界大战：歌利娅,903000,"动作,动画"
604,16000,落语天女,99000,"萌系,历史,科幻,日常"
633,21000,秋之回忆5 中断的胶片,132000,"恋爱,游戏改"
8033,16000,爆丸 粤语版,544000,战斗
2341,17000,银河天使,126000,科幻
3212,348000,鲁邦三世：血之刻印 永远的Mermaid,236000,"搞笑,热血,时泪"
781,348000,鲁邦三世：风魔家族的阴谋,281000,"搞笑,热血,时泪"
2237,14000,刺客守則（僅限港澳台地區）,93000,"小说改,奇幻,战斗,魔法"
10000,20000,新战神金刚：传奇守护神,273000,"机战,战斗"
1478,14000,艾莉森与莉莉娅,69000,架空
2180,15000,毒蛇信条,124000,"科幻,热血"
1521,159000,心跳回忆,205000,恋爱
24000,105000,秀逗魔导士 第三季,485000,"时泪,奇幻,热血,魔法"
1392,14000,银色的奥林西斯,150000,"科幻,热血"
4473,15000,金刚狼,281000,"科幻,热血"
2005,15000,佩琳物语,188000,"少女,日常,治愈"
7125,15000,H2 好逑双物语,318000,"时泪,日常,少女,运动"
3378,34000,你好七叶 第二季,423000,"日常,治愈"
3950,191000,我的女神 OAD,203000,"奇幻,时泪"
8041,15000,超能奇兵,244000,"科幻,热血"
587,14000,故事少女穗乃花,78000,少女
356,14000,超能力少女兰,111000,治愈
18000,29000,超级机器人大战OG -DIVINE WARS- 第二季,579000,科幻
4740,15000,零秒出手,436000,"运动,热血"
639,14000,快餐厅之恋 ,67000,"游戏改,恋爱"
1600,14000,川之光,59000,治愈
573,30000,Four of a Kind 四牌士 第二季,191000,"原创,搞笑"
2787,14000,超级街头霸王4,417000,战斗
1364,14000,女神候补生,186000,"科幻,热血,机战"
1559,41000,明日之丈剧场版,152000,"运动,热血"
2350,160000,新天线宝宝 第二季,888000,少儿
3133,14000,恋爱占卜师,259000,"萌系,奇幻"
764,14000,死体兵,116000,"少女,战斗"
3729,191000,我的女神 剧场版,176000,"奇幻,时泪"
7896,16000,纸箱战机 第一部,519000,"少儿,热血"
1246,148000,城市猎人 SP,125000,"搞笑,热血"
2227,14000,无家可归的小孩,134000,治愈
45000,45000,闪电十一人 第三季 日语,801000,"热血,运动,少儿"
5354,14000,喜歡本大爺的竟然就妳一個？（僅限台灣地區）,161000,"小说改,校园,恋爱"
4070,161000,东之伊甸 II -Paradise Lost,195000,"奇幻,智斗,治愈"
5694,14000,大正野球娘,62000,"运动,社团"
2721,110000,变形金刚 领袖之证 美版第二季,468000,"科幻,热血"
754,14000,魔术士奥芬的无赖之旅,166000,"小说改,奇幻,战斗,冒险"
2427,14000,狡猾飞天德,206000,"搞笑,热血"
31000,57000,英国恋物语艾玛 第二幕,700000,"恋爱,治愈"
4092,14000,入間同學入魔了（僅限台灣地區）,263000,"漫画改,搞笑,校园,神魔"
26000,85000,人鱼之森 OVA,1022000,时泪
16000,15000,天体战士,408000,"科幻,热血"
4001,105000,秀逗魔导士 第四季 上,176000,"时泪,奇幻,热血,魔法"
4357,14000,名侦探波洛和马普尔小姐,242000,推理
691,191000,我的女神 战斗之翼,121000,"奇幻,治愈"
4029,14000,高桥留美子剧场,123000,"搞笑,日常"
3796,14000,背骑少女,127000,"热血,科幻,奇幻,战斗"
2875,14000,雷顿教授与永远的歌姬,97000,推理
839,14000,骇客时空 根源,124000,"科幻,穿越,冒险"
3429,103000,宝石宠物 第四季,431000,"萌系,治愈"
3425,14000,安倍桥魔法☆商店街,115000,"奇幻,搞笑,日常"
1848,43000,少年阿贝 GO!GO!小芝麻 第二季,270000,"少儿,泡面"
686,13000,玉家典当铺,508000,泡面
2828,13000,机魂末世录,107000,科幻
7071,50000,舞-乙HiME,216000,"奇幻,战斗"
87000,148000,魔动王 最后的魔法大战,4044000,"热血,奇幻,时泪,穿越"
6324,13000,天空之艾斯嘉科尼,150000,"奇幻,科幻,热血,穿越"
5682,103000,宝石宠物 Sunshine,323000,"萌系,治愈,魔法"
613,13000,柯鲁布克罗/ Coluboccoro,135000,"原创,架空,奇幻"
754,25000,Hello Kitty的天堂,361000,奇幻
449,105000,秀逗魔导士 SPECIAL,53000,"战斗,魔法,架空,冒险"
7524,105000,秀逗魔导士 第四季 下,243000,"时泪,奇幻,热血,魔法"
1176,13000,吉尔伽美什,361000,漫画改
41000,1204000,斩服少女 OAD,1576000,"原创,热血,奇幻"
15000,194000,交响情人梦 OAD,373000,"音乐,少女"
5157,13000,DOUBLE-J,187000,"搞笑,日常,泡面"
5285,13000,怪物猎人物语 RIDE ON 第二季,298000,"奇幻,战斗,少儿"
1968,13000,很帅很可爱宣言,256000,"搞笑,泡面"
12000,13000,奔向地球,192000,科幻
365,13000,朝雾的巫女,69000,恋爱
473,13000,时光钟摆,106000,治愈
2682,13000,MAPLESTORY,543000,"奇幻,热血"
1127,12000,魔法少女加奈,135000,魔法
8756,13000,虫孽,153000,热血
7936,279000,鹿枫堂 （中配）,462000,少女
974,99000,侦探歌剧 少女福尔摩斯 OVA,68000,"日常,搞笑"
980,13000,火魅子传,96000,"奇幻,热血"
1230,13000,基因攻防战,116000,"机战,科幻"
1783,21000,秋之回忆 OVA,124000,恋爱
7575,13000,魁!!库洛马迪高校,242000,搞笑
2271,13000,创龙传,192000,"小说改,奇幻"
661,13000,青涩宝贝,107000,"日常,少女"
1932,15000,比得兔（第一季）,1185000,少儿
9509,46000,迷宫塔 ～乌鲁克之剑～,259000,"奇幻,科幻,热血,架空"
6923,29000,网球优等生 第二期,427000,运动
7736,94000,战国BASARA 剧场版 -The Last Party-,172000,"热血,历史"
4202,108000,超时空要塞II 再爱一次 OVA,169000,"机战,战斗"
1023,13000,天空與海洋之間（僅限港澳台地區）,56000,"萌系,科幻,游戏改"
5439,20000,十兵卫 心形眼罩的秘密,110000,奇幻
205,13000,百鍊霸王與聖約女武神（僅限港澳台地區）,20000,"小说改,奇幻,战斗,架空"
6260,12000,机甲战记威龙,289000,热血
435,12000,快盗天使双胞胎,31000,魔法
512,348000,鲁邦shanshee,275000,搞笑
1095,53000,魔神坛斗士 辉煌帝传说,124000,"热血,架空,穿越,冒险"
37000,12000,战国鬼才传,583000,历史
4742,12000,虹色萤火虫～永远的暑假～,93000,"治愈,穿越"
4028,12000,大魔法峠,117000,萌系
1002,66000,解谜之音 KAITO×ANSA,172000,"推理,原创"
8969,187000,最游记 Requiem 落选者的镇魂歌,343000,"奇幻,战斗,冒险"
785,12000,王牌鉴定人,102000,奇幻
2752,12000,Slow Start（僅限港澳台地區）,110000,"萌系,少女,漫画改"
6908,14000,魔术士奥芬,225000,"奇幻,热血"
1452,14000,魔法阵都市,168000,"科幻,热血"
650,108000,超时空要塞 Flash Back OVA,185000,"机战,战斗"
24000,12000,钢铁三国志,260000,"历史,热血"
26000,12000,变形金刚2008,486000,"热血,机战"
3094,12000,高机动幻想～新结行军歌～,132000,"科幻,热血"
59,22000,四圣兽 ～圣兽降临篇～,43000,奇幻
4496,91000,乌龙派出所特别篇2016：THE FINAL 两津勘吉最后的一天,362000,搞笑
8865,11000,变形金刚 银河之力,411000,"时泪,科幻"
9134,279000,银河英雄传说 黄金之翼,676000,"热血,科幻"
4055,11000,战争程序员白濑,143000,"搞笑,日常"
1327,11000,魔神凯撒,106000,"热血,机战,战斗"
539,11000,告訴我！辣妹子醬（僅限港澳台地區）,30000,"漫画改,搞笑,校园,日常"
493,13000,银河铁道物语,48000,"科幻,热血"
1208,192000,超剧场版 Keroro军曹4 龙勇士的逆袭,47000,"漫画改,奇幻,战斗"
608,20000,十兵卫2 西伯利亚柳生的反击,65000,奇幻
1570,42000,读或死 OVA,50000,科幻
725,12000,骇客时空  黄昏的腕轮传说,61000,"科幻,穿越,冒险"
2702,12000,星舰驾驶员,94000,科幻
87000,148000,魔动王 冒险篇,4044000,"热血,奇幻,时泪"
6743,12000,忍者乱太郎,527000,"搞笑,校园"
1288,12000,MARGINAL#4 从KISS开始创造Big Bang,108000,"游戏改,乙女,偶像"
2966,15000,神秘的世界EL-HAZARD,195000,"奇幻,热血,架空,穿越"
2129,12000,进化战记,140000,科幻
2556,12000,魔神凯撒SKL,189000,机战
30000,45000,闪电十一人 第一季 日语,626000,"运动,少儿"
760,43000,少年阿贝 GO!GO!小芝麻 第三季,361000,"搞笑,日常,少儿"
4241,89000,真救世主传说 北斗神拳 拉奥传 激斗之章,301000,"热血,时泪"
2398,71000,逮捕令 剧场版 墨东署最大危机,102000,"智斗,时泪,职场"
9134,279000,银河英雄传说 新战争的序曲,676000,"热血,科幻"
26000,11000,苏生龙王传说,325000,"萌系,热血"
2105,11000,月面兔兵器米娜,75000,"萌系,奇幻,科幻,热血"
4361,11000,柴犬子,343000,"萌系,日常,治愈"
1024,11000,理科生墜入情網，故嘗試證明。（僅限港澳台地區）,65000,"漫画改,日常,搞笑,校园"
855,11000,一期一会~你的话语~,50000,"萌系,日常,治愈"
30000,169000,不可思议星球的双胞胎公主 Gyu  SP,1272000,"少女,战斗,魔法,少儿"
20000,11000,翡翠森林狼与羊秘密的朋友,238000,"日常,少儿,治愈"
662,192000,超剧场版 Keroro军曹5 诞生！究极Keroro奇迹的时空岛！,43000,"漫画改,战斗,奇幻"
1473,12000,漫画同人会,84000,搞笑
851,11000,皮卡丘，这是什么的钥匙？,161000,萌系
2282,36000,炎炎消防隊 貳之章（僅限港澳台地區）,192000,"漫画改,热血,战斗,奇幻"
3367,11000,声声相对论,305000,"原创,搞笑,治愈,声控"
1405,11000,MS动画图鉴 第二季,201000,机战
2802,11000,盗贼王Jing,130000,奇幻
30,11000,情熱傳說 the X 第二季（僅限港澳台地區）,14000,"游戏改,奇幻,战斗,冒险"
689,70000,遥远时空中 紫阳花物语,97000,"奇幻,乙女,架空,穿越"
387,204000,千叶脚踏板,370000,萌系
35000,45000,闪电十一人 第二季 日语 ,572000,"热血,运动,少儿"
1354,10000,神秘岛,148000,"奇幻,战斗,历史"
4231,10000,RD潜脑调查室,136000,科幻
4731,10000,天才宝贝,194000,"萌系,日常,治愈"
1379,67000,飞跃巅峰 科学讲座,161000,"热血,科幻"
5027,11000,幻影小精灵的主谋者,325000,"萌系,战斗"
2878,11000,笨蛋的悲剧人生,210000,"搞笑,泡面"
518,76000,第一神拳 间柴vs木村 死刑执行,76000,"漫画改,运动,战斗"
6408,11000,横山光辉三国志,295000,"历史,热血"
690,11000,恋爱☆迁都 COI☆SENTO,41000,"奇幻,校园"
3387,11000,勇者指令,244000,热血
1290,11000,KY系JC小空气,136000,"萌系,搞笑,日常,泡面"
4478,11000,怪物猎人日记 岌岌可危的猫猫村G,373000,"萌系,搞笑,日常,泡面"
1954,11000,我的妹妹小桃子,115000,"校园,励志"
11000,11000,佐罗的传说,204000,热血
1668,47000,铁胆火车侠 第二季,224000,"萌系,热血"
8969,187000,最游记OVA 希望之罪过,343000,"热血,奇幻,冒险"
689,10000,大~集合！小魔女DoReMi 青蛙石的秘密,95000,"时泪,少儿"
2148,9994,World Fool News 2,160000,"搞笑,泡面"
25,12000,前進吧！登山少女  第二季（僅限港澳台地區）,4799,"萌系,治愈,日常"
431,10000,曙光少女,46000,科幻
8487,57000,Happiness! 渡良濑准华丽的一天,362000,"萌系,搞笑"
315,34000,天使特警2,43000,热血
3800,94000,老虎和兔子：诞生,113000,科幻
1619,10000,魔法战士李维,89000,"搞笑,奇幻"
1218,39000,战国无双SP 真田之章,60000,"历史,热血"
1551,10000,机神大战巨型方程式,114000,"科幻,热血"
7565,10000,PUNKISS！2次元,358000,"奇幻,日常,泡面"
2782,191000,我的女神 小不隆咚便利多多,155000,"时泪,治愈,奇幻"
2564,71000,无口的森田小姐 OVA,165000,"日常,泡面"
12000,10000,变形金刚：领袖的挑战 第一季,473000,"热血,科幻"
6958,128000,草莓棉花糖 OVA 第1期,245000,萌系
711,10000,宇宙骑士铁甲人,264000,"科幻,热血"
2230,25000,Macross Plus 剧场版,126000,"机战,战斗"
524,10000,野良剧,49000,智斗
3388,65000,暖暖日记 4th,963000,"漫画改,治愈"
5734,181000,怪医黑杰克 OVA（1993）,182000,漫画改
542,9614,团团喵,190000,漫画改
1559,42000,香蕉怪大叔 呐呐~呐（第一季）,151000,原创
413,43000,少年阿贝 GO!GO!小芝麻 第四季,475000,"原创,日常"
705,9479,骇客时空 G.U.Returner,72000,"科幻,战斗,架空,穿越"
349,9619,喷嚏大魔怪,43000,搞笑
4282,9668,酷妹当家,175000,漫画改
1046,9699,漂流武士 （僅限港澳台地區）,56000,"热血,漫画改"
14000,9725,超速变形GYRO ZETTER,783000,"科幻,少儿,热血"
3086,17000,Peeping Life,192000,"搞笑,日常"
8863,13000,星界的战旗 星界的纹章,263000,"时泪,科幻"
508,186000,科学小飞侠Crowds SP,95000,"热血,科幻"
946,99000,侦探歌剧 少女福尔摩斯 派对之夜,74000,"萌系,搞笑"
32000,123000,苍穹之法芙娜 RIGHT OF LEFT,595000,"热血,机战,科幻"
730,56000,银河机攻队MAJESTIC PRINCE 新作动画,185000,"热血,机战,科幻"
219,9829,冬季花园,54000,"恋爱,治愈"
4097,74000,棒球英豪 剧场版,233000,"日常,少女,运动,热血"
1477,9862,球詠（僅限港澳台地区）,82000,"漫画改,运动,校园"
2042,9929,日本第一男人之魂,186000,"搞笑,泡面"
343,9151,钢铁神吉克,55000,"科幻,热血"
2755,9172,奇幻旅程,57000,科幻
2270,9003,战国☆天堂 -极-,161000,"少女,热血"
1277,76000,罗德岛战记 享用罗德岛战记,389000,"时泪,奇幻,架空,冒险"
6016,8990,返乡战士,165000,"科幻,热血"
7708,9148,变形金刚：微型传说,239000,"科幻,热血"
1253,9213,飞天少女猪,87000,时泪
111,9010,机动新撰组 萌之剑,31000,历史
1013,9307,南海奇皇,109000,"搞笑,科幻,热血"
3192,23000,新盖塔机器人,168000,"热血,机战"
25,25000,Hello Kitty 苹果森林 第三季,115000,萌系
806,25000,火球 魅力之章,128000,"机战,科幻,日常,泡面"
5929,33000,勇者王GaoGaiGar Final Grand Glorious Gathering,316000,"热血,机战"
342,9360,法兰雀丝卡,127000,"原创,泡面,搞笑"
287,9226,品酒要在成為夫妻之後（僅限台灣地區）,65000,"搞笑,恋爱,漫画改"
3527,10000,小小雪精灵,140000,"萌系,奇幻,治愈"
1387,9442,欢迎来到宇宙SHOW,75000,"原创,搞笑,科幻"
646,93000,向阳素描 沙英?寻 毕业篇,22000,"搞笑,日常,治愈"
824,71000,逮捕令 OVA,76000,"日常,少女,热血,职场"
1540,8584,究极KERORO 奇迹的时空岛,80000,奇幻
662,105000,再见了宇宙战舰大和号 爱的战士们,77000,"时泪,科幻,热血"
4724,8517,足球风云,275000,"运动,热血"
45,186000,科学小飞侠 OVA（1994）,30000,"科幻,热血"
296,8623,Z/X Code reunion（僅限台灣地區）,26000,"游戏改,战斗,科幻,萌系"
11000,41000,百变之星 崭新之翼 EXTRA STAGE 不笑的公主,322000,热血
397,25000,火球 幽默之章,136000,"科幻,泡面"
753,99000,侦探歌剧 夏日特别篇,59000,"搞笑,萝莉"
2795,8836,梦幻拉拉,134000,"奇幻,魔法"
2374,28000,超重神GRAVION Zwei,180000,"热血,机战"
14000,93000,向阳素描 特别篇,278000,"萌系,日常,治愈"
1866,8823,地狱幼稚园,184000,"萌系,搞笑,日常,泡面"
7054,8747,学活！ 第二季,363000,"萌系,搞笑,日常,泡面"
3152,12000,机械女神J,175000,"科幻,少女,搞笑,战斗"
11000,19000,战斗之魂 双重驱动,1126000,"热血,少儿"
1322,47000,蓝宝石之谜 剧场版,112000,"热血,科幻,冒险"
881,8906,噬谎者 OVA,158000,智斗
1500,8906,星方武侠,102000,科幻
849,8846,好朋友,98000,日常
1129,7950,地球变动之日,51000,"催泪,治愈"
5470,23000,盖塔机器人,171000,"科幻,热血"
296,204000,飙速宅男 Re:GENERATION (2017),93000,"热血,运动"
10000,66000,天上天下 THE PAST CHAPTER,392000,热血
433,8054,SHOW BY ROCK!! （僅限台湾地區）,15000,"萌系,音乐,架空,穿越"
66,10000,和殿下一起 1分钟剧场,15000,"搞笑,泡面"
311,26000,未来卡 神搭档对战,124000,"少儿,游戏改"
10000,66000,天上天下 终极格斗,392000,热血
3644,8393,宇宙星路,118000,科幻
236,8930,宇宙战舰山本洋子,31000,"科幻,热血"
2157,8363,六神合体雷霆王,194000,"科幻,热血"
1489,20000,Active Raid -机动强袭室第八课- 2nd,127000,"原创,机战,职场"
4457,9279,圣战士丹拜因,162000,"科幻,热血"
1732,8462,妖魔,106000,"战斗,奇幻"
41000,8437,ChargeMan研,422000,"搞笑,科幻,热血"
650,8481,生化体,86000,"战斗,原创"
1452,8505,影技,89000,科幻
3231,8517,神龙之谜,254000,"奇幻,战斗,时泪"
728,8510,玻璃舰队,98000,"科幻,少女,热血"
1550,7736,偶像夢幻祭（僅限台灣地區）,136000,"游戏改,偶像,音乐,声控"
4185,8344,CROSS FIGHT 弹珠人,466000,"科幻,少儿"
8545,26000,银河冒险战记 the second stage,429000,"科幻,热血,冒险"
861,72000,轮回的拉格朗日 鸭川日常,46000,机战
1090,299000,舞武器舞亂伎,168000,"热血,奇幻,战斗"
39,21000,熊猫拍拍 日常篇,19000,"原创,泡面"
148,7621,室内鞋库库,15000,少儿
1536,7812,黄金勇者,148000,"萌系,搞笑,热血"
1088,7841,辣妹與恐龍（僅限台灣地區）,44000,漫画改
2541,7841,柔道少女,129000,运动
25000,326000,樱花大战 剧场版 樱花大战活动写真,605000,"热血,机战,科幻,时泪"
253,103000,宝石宠物 剧场版 甜蜜舞蹈公主,74000,萌系
28000,36000,橙路 ~接着，那个夏天开始~,525000,"少女,日常"
315,7852,遥远时空中3 无尽的命运,73000,"乙女,奇幻,架空,穿越"
901,7870,破邪大星弹劾凰,103000,机战
1348,7889,巧克力小狗,78000,萌系
5143,8864,神魂合体GODANNAR！！,145000,"科幻,热血,机战"
1298,32000,机动战舰大和抚子 剧场版,67000,"机战,科幻"
2040,70000,遥远时空中2 白龙之神子,89000,"乙女,奇幻,架空,穿越"
539,7923,生日乐园,39000,小说改
675,17000,Peeping Life×怪兽酒场 怪兽们的所在之处,84000,搞笑
728,22000,向日葵！ 第二季,58000,科幻
56,6599,驰风！赛艇王 V,42000,"漫画改,运动,励志"
